id,lon,lat,geocode,avg_rad,bin_GMM,filename,City_Municipality,City_Municipality_PCODE,Province,Region,POCEN2010,POPCEN2015,POV_2009,POV_2012,POV_2015,Highly_Urbanized,Is.City
278,121.3335349,18.31704977,148105000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000278.jpg,Luna,PH148105000,Apayao,Cordillera Administrative Region,18029,19063,28.76,33.42,17.38,FALSE,FALSE
279,121.3683776,18.31704977,148105000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000279.jpg,Luna,PH148105000,Apayao,Cordillera Administrative Region,18029,19063,28.76,33.42,17.38,FALSE,FALSE
280,121.4032202,18.31704977,148105000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000280.jpg,Luna,PH148105000,Apayao,Cordillera Administrative Region,18029,19063,28.76,33.42,17.38,FALSE,FALSE
281,121.4380629,18.31704977,148107000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000281.jpg,Santa Marcela,PH148107000,Apayao,Cordillera Administrative Region,12010,13613,23.78,32.63,16.42,FALSE,FALSE
282,121.4729056,18.31704977,21501000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000282.jpg,Abulug,PH021501000,Cagayan,Region II,30675,32497,21.62,20.94,14.38,FALSE,FALSE
283,121.5077483,18.31704977,21507000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000283.jpg,Ballesteros,PH021507000,Cagayan,Region II,32215,34299,22.7,17.91,12.46,FALSE,FALSE
284,121.542591,18.31704977,21505000,0.200995237,1,CNN_DIMG_PHI_2015_ST_384_3840_000284.jpg,Aparri,PH021505000,Cagayan,Region II,61199,65649,15.44,21.85,15.44,FALSE,FALSE
285,121.5774336,18.31704977,21505000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000285.jpg,Aparri,PH021505000,Cagayan,Region II,61199,65649,15.44,21.85,15.44,FALSE,FALSE
286,121.6122763,18.31704977,21505000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000286.jpg,Aparri,PH021505000,Cagayan,Region II,61199,65649,15.44,21.85,15.44,FALSE,FALSE
287,121.647119,18.31704977,21505000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000287.jpg,Aparri,PH021505000,Cagayan,Region II,61199,65649,15.44,21.85,15.44,FALSE,FALSE
288,121.6819617,18.31704977,21505000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000288.jpg,Aparri,PH021505000,Cagayan,Region II,61199,65649,15.44,21.85,15.44,FALSE,FALSE
289,121.7168044,18.31704977,21505000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000289.jpg,Aparri,PH021505000,Cagayan,Region II,61199,65649,15.44,21.85,15.44,FALSE,FALSE
291,122.0652312,18.31704977,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000291.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
292,122.1000738,18.31704977,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000292.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
293,122.1349165,18.31704977,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000293.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
294,122.1697592,18.31704977,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000294.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
295,122.2046019,18.31704977,21523000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000295.jpg,Santa Ana,PH021523000,Cagayan,Region II,30458,32906,16.33,20.62,12.54,FALSE,FALSE
296,122.2394446,18.31704977,21523000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000296.jpg,Santa Ana,PH021523000,Cagayan,Region II,30458,32906,16.33,20.62,12.54,FALSE,FALSE
297,122.2742872,18.31704977,21523000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000297.jpg,Santa Ana,PH021523000,Cagayan,Region II,30458,32906,16.33,20.62,12.54,FALSE,FALSE
298,122.3091299,18.31704977,21523000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000298.jpg,Santa Ana,PH021523000,Cagayan,Region II,30458,32906,16.33,20.62,12.54,FALSE,FALSE
299,120.6018386,18.28220709,12802000,0.644168973,1,CNN_DIMG_PHI_2015_ST_384_3840_000299.jpg,Bacarra,PH012802000,Ilocos Norte,Region I,31648,32215,13.2,4.45,7.48,FALSE,FALSE
301,120.671524,18.28220709,12823000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000301.jpg,Vintar,PH012823000,Ilocos Norte,Region I,31448,32220,16.79,15.3,8.5,FALSE,FALSE
302,120.7063667,18.28220709,12823000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000302.jpg,Vintar,PH012823000,Ilocos Norte,Region I,31448,32220,16.79,15.3,8.5,FALSE,FALSE
303,120.7412093,18.28220709,12823000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000303.jpg,Vintar,PH012823000,Ilocos Norte,Region I,31448,32220,16.79,15.3,8.5,FALSE,FALSE
304,120.776052,18.28220709,12823000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000304.jpg,Vintar,PH012823000,Ilocos Norte,Region I,31448,32220,16.79,15.3,8.5,FALSE,FALSE
305,120.8108947,18.28220709,12823000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000305.jpg,Vintar,PH012823000,Ilocos Norte,Region I,31448,32220,16.79,15.3,8.5,FALSE,FALSE
307,120.88058,18.28220709,12807000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000307.jpg,Carasi,PH012807000,Ilocos Norte,Region I,1473,1567,22.63,16.07,20.34,FALSE,FALSE
308,120.9154227,18.28220709,12807000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000308.jpg,Carasi,PH012807000,Ilocos Norte,Region I,1473,1567,22.63,16.07,20.34,FALSE,FALSE
309,120.9502654,18.28220709,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000309.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
310,120.9851081,18.28220709,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000310.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
311,121.0199508,18.28220709,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000311.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
312,121.0547934,18.28220709,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000312.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
313,121.0896361,18.28220709,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000313.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
315,121.1593215,18.28220709,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000315.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
316,121.1941642,18.28220709,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000316.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
317,121.2290068,18.28220709,148105000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000317.jpg,Luna,PH148105000,Apayao,Cordillera Administrative Region,18029,19063,28.76,33.42,17.38,FALSE,FALSE
318,121.2638495,18.28220709,148105000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000318.jpg,Luna,PH148105000,Apayao,Cordillera Administrative Region,18029,19063,28.76,33.42,17.38,FALSE,FALSE
320,121.3335349,18.28220709,148105000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000320.jpg,Luna,PH148105000,Apayao,Cordillera Administrative Region,18029,19063,28.76,33.42,17.38,FALSE,FALSE
321,121.3683776,18.28220709,148105000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000321.jpg,Luna,PH148105000,Apayao,Cordillera Administrative Region,18029,19063,28.76,33.42,17.38,FALSE,FALSE
322,121.4032202,18.28220709,148105000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000322.jpg,Luna,PH148105000,Apayao,Cordillera Administrative Region,18029,19063,28.76,33.42,17.38,FALSE,FALSE
323,121.4380629,18.28220709,148107000,0.215562269,1,CNN_DIMG_PHI_2015_ST_384_3840_000323.jpg,Santa Marcela,PH148107000,Apayao,Cordillera Administrative Region,12010,13613,23.78,32.63,16.42,FALSE,FALSE
324,121.4729056,18.28220709,21507000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000324.jpg,Ballesteros,PH021507000,Cagayan,Region II,32215,34299,22.7,17.91,12.46,FALSE,FALSE
325,121.5077483,18.28220709,21507000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000325.jpg,Ballesteros,PH021507000,Cagayan,Region II,32215,34299,22.7,17.91,12.46,FALSE,FALSE
326,121.542591,18.28220709,21505000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000326.jpg,Aparri,PH021505000,Cagayan,Region II,61199,65649,15.44,21.85,15.44,FALSE,FALSE
327,121.5774336,18.28220709,21505000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000327.jpg,Aparri,PH021505000,Cagayan,Region II,61199,65649,15.44,21.85,15.44,FALSE,FALSE
329,121.647119,18.28220709,21510000,0.117846265,1,CNN_DIMG_PHI_2015_ST_384_3840_000329.jpg,Camalaniugan,PH021510000,Cagayan,Region II,23404,24923,16.94,17.06,11.92,FALSE,FALSE
330,121.6819617,18.28220709,21510000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000330.jpg,Camalaniugan,PH021510000,Cagayan,Region II,23404,24923,16.94,17.06,11.92,FALSE,FALSE
331,121.7168044,18.28220709,21510000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000331.jpg,Camalaniugan,PH021510000,Cagayan,Region II,23404,24923,16.94,17.06,11.92,FALSE,FALSE
332,121.751647,18.28220709,21510000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000332.jpg,Camalaniugan,PH021510000,Cagayan,Region II,23404,24923,16.94,17.06,11.92,FALSE,FALSE
333,121.7864897,18.28220709,21508000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000333.jpg,Buguey,PH021508000,Cagayan,Region II,28455,30175,22.35,18.59,15.81,FALSE,FALSE
334,121.8213324,18.28220709,21508000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000334.jpg,Buguey,PH021508000,Cagayan,Region II,28455,30175,22.35,18.59,15.81,FALSE,FALSE
335,121.8561751,18.28220709,21508000,0.204394445,1,CNN_DIMG_PHI_2015_ST_384_3840_000335.jpg,Buguey,PH021508000,Cagayan,Region II,28455,30175,22.35,18.59,15.81,FALSE,FALSE
336,121.9955458,18.28220709,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000336.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
337,122.0303885,18.28220709,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000337.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
338,122.0652312,18.28220709,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000338.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
339,122.1000738,18.28220709,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000339.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
340,122.1349165,18.28220709,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000340.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
341,122.1697592,18.28220709,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000341.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
342,122.2046019,18.28220709,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000342.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
343,122.2394446,18.28220709,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000343.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
344,122.2742872,18.28220709,21523000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000344.jpg,Santa Ana,PH021523000,Cagayan,Region II,30458,32906,16.33,20.62,12.54,FALSE,FALSE
345,122.3091299,18.28220709,21523000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000345.jpg,Santa Ana,PH021523000,Cagayan,Region II,30458,32906,16.33,20.62,12.54,FALSE,FALSE
346,120.5669959,18.24736441,12812000,1.19665575,2,CNN_DIMG_PHI_2015_ST_384_3840_000346.jpg,Laoag City,PH012812000,Ilocos Norte,Region I,104904,111125,9.91,3.75,6.61,FALSE,TRUE
347,120.6018386,18.24736441,12802000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000347.jpg,Bacarra,PH012802000,Ilocos Norte,Region I,31648,32215,13.2,4.45,7.48,FALSE,FALSE
349,120.671524,18.24736441,12823000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000349.jpg,Vintar,PH012823000,Ilocos Norte,Region I,31448,32220,16.79,15.3,8.5,FALSE,FALSE
350,120.7063667,18.24736441,12823000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000350.jpg,Vintar,PH012823000,Ilocos Norte,Region I,31448,32220,16.79,15.3,8.5,FALSE,FALSE
351,120.7412093,18.24736441,12823000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000351.jpg,Vintar,PH012823000,Ilocos Norte,Region I,31448,32220,16.79,15.3,8.5,FALSE,FALSE
352,120.776052,18.24736441,12823000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000352.jpg,Vintar,PH012823000,Ilocos Norte,Region I,31448,32220,16.79,15.3,8.5,FALSE,FALSE
353,120.8108947,18.24736441,12818000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000353.jpg,Piddig,PH012818000,Ilocos Norte,Region I,20606,21497,16.29,13.56,11.37,FALSE,FALSE
354,120.8457374,18.24736441,12807000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000354.jpg,Carasi,PH012807000,Ilocos Norte,Region I,1473,1567,22.63,16.07,20.34,FALSE,FALSE
355,120.88058,18.24736441,12807000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000355.jpg,Carasi,PH012807000,Ilocos Norte,Region I,1473,1567,22.63,16.07,20.34,FALSE,FALSE
356,120.9154227,18.24736441,12807000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000356.jpg,Carasi,PH012807000,Ilocos Norte,Region I,1473,1567,22.63,16.07,20.34,FALSE,FALSE
357,120.9502654,18.24736441,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000357.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
358,120.9851081,18.24736441,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000358.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
359,121.0199508,18.24736441,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000359.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
360,121.0547934,18.24736441,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000360.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
361,121.0896361,18.24736441,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000361.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
362,121.1244788,18.24736441,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000362.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
363,121.1593215,18.24736441,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000363.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
364,121.1941642,18.24736441,148101000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000364.jpg,Calanasan,PH148101000,Apayao,Cordillera Administrative Region,11568,12604,32.86,62.58,27.08,FALSE,FALSE
365,121.2290068,18.24736441,148105000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000365.jpg,Luna,PH148105000,Apayao,Cordillera Administrative Region,18029,19063,28.76,33.42,17.38,FALSE,FALSE
366,121.2638495,18.24736441,148105000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000366.jpg,Luna,PH148105000,Apayao,Cordillera Administrative Region,18029,19063,28.76,33.42,17.38,FALSE,FALSE
367,121.2986922,18.24736441,148105000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000367.jpg,Luna,PH148105000,Apayao,Cordillera Administrative Region,18029,19063,28.76,33.42,17.38,FALSE,FALSE
368,121.3335349,18.24736441,148106000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000368.jpg,Pudtol,PH148106000,Apayao,Cordillera Administrative Region,13305,14925,29.76,41.12,26.41,FALSE,FALSE
369,121.3683776,18.24736441,148106000,0.205727413,1,CNN_DIMG_PHI_2015_ST_384_3840_000369.jpg,Pudtol,PH148106000,Apayao,Cordillera Administrative Region,13305,14925,29.76,41.12,26.41,FALSE,FALSE
370,121.4032202,18.24736441,148106000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000370.jpg,Pudtol,PH148106000,Apayao,Cordillera Administrative Region,13305,14925,29.76,41.12,26.41,FALSE,FALSE
371,121.4380629,18.24736441,148107000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000371.jpg,Santa Marcela,PH148107000,Apayao,Cordillera Administrative Region,12010,13613,23.78,32.63,16.42,FALSE,FALSE
372,121.4729056,18.24736441,148107000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000372.jpg,Santa Marcela,PH148107000,Apayao,Cordillera Administrative Region,12010,13613,23.78,32.63,16.42,FALSE,FALSE
374,121.542591,18.24736441,21503000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000374.jpg,Allacapan,PH021503000,Cagayan,Region II,31662,33571,21.21,18.03,12.3,FALSE,FALSE
375,121.5774336,18.24736441,21503000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000375.jpg,Allacapan,PH021503000,Cagayan,Region II,31662,33571,21.21,18.03,12.3,FALSE,FALSE
376,121.6122763,18.24736441,21503000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000376.jpg,Allacapan,PH021503000,Cagayan,Region II,31662,33571,21.21,18.03,12.3,FALSE,FALSE
377,121.647119,18.24736441,21510000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000377.jpg,Camalaniugan,PH021510000,Cagayan,Region II,23404,24923,16.94,17.06,11.92,FALSE,FALSE
379,121.7168044,18.24736441,21516000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000379.jpg,Lal-Lo,PH021516000,Cagayan,Region II,41388,44506,16.67,15.54,11.09,FALSE,FALSE
380,121.751647,18.24736441,21510000,0.23602061,1,CNN_DIMG_PHI_2015_ST_384_3840_000380.jpg,Camalaniugan,PH021510000,Cagayan,Region II,23404,24923,16.94,17.06,11.92,FALSE,FALSE
381,121.7864897,18.24736441,21508000,0.203990668,1,CNN_DIMG_PHI_2015_ST_384_3840_000381.jpg,Buguey,PH021508000,Cagayan,Region II,28455,30175,22.35,18.59,15.81,FALSE,FALSE
382,121.8213324,18.24736441,21508000,0.323148847,1,CNN_DIMG_PHI_2015_ST_384_3840_000382.jpg,Buguey,PH021508000,Cagayan,Region II,28455,30175,22.35,18.59,15.81,FALSE,FALSE
383,121.8561751,18.24736441,21525000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000383.jpg,Santa Teresita,PH021525000,Cagayan,Region II,17600,19038,18.63,16.15,12.56,FALSE,FALSE
384,121.8910178,18.24736441,21525000,0.227911755,1,CNN_DIMG_PHI_2015_ST_384_3840_000384.jpg,Santa Teresita,PH021525000,Cagayan,Region II,17600,19038,18.63,16.15,12.56,FALSE,FALSE
385,121.9258604,18.24736441,21525000,0.748607218,2,CNN_DIMG_PHI_2015_ST_384_3840_000385.jpg,Santa Teresita,PH021525000,Cagayan,Region II,17600,19038,18.63,16.15,12.56,FALSE,FALSE
386,121.9607031,18.24736441,21514000,0.168468937,1,CNN_DIMG_PHI_2015_ST_384_3840_000386.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
387,121.9955458,18.24736441,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000387.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
388,122.0303885,18.24736441,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000388.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
389,122.0652312,18.24736441,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000389.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
390,122.1000738,18.24736441,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000390.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
391,122.1349165,18.24736441,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000391.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
392,122.1697592,18.24736441,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000392.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
394,122.2394446,18.24736441,21514000,0,1,CNN_DIMG_PHI_2015_ST_384_3840_000394.jpg,Gonzaga,PH021514000,Cagayan,Region II,36303,38892,16.61,13.37,13.1,FALSE,FALSE
